fico,ltv,coborrower,dti,state,default
832,84,N,26,CA,0
665,86,N,37,CA,1
577,76,N,29,FL,0
728,86,N,43,CA,0
775,88,Y,17,AZ,0
714,75,Y,31,CA,0
846,90,N,42,FL,0
648,82,N,29,CA,0
687,71,N,10,AZ,0
614,66,N,24,AZ,0
813,100,N,35,CA,0
702,80,Y,42,CA,0
771,94,N,29,CA,0
576,59,N,10,CA,1
580,76,N,18,CA,0
618,70,N,23,CA,0
797,97,N,38,AZ,0
618,60,Y,38,AZ,0
632,67,N,41,CA,0
626,71,N,21,CA,0
737,84,N,13,CA,0
689,81,N,21,AZ,1
758,93,N,24,CA,0
817,87,N,15,AZ,0
618,59,N,20,CA,0
613,64,N,14,CA,0
629,64,N,21,CA,0
780,99,N,13,CA,0
838,87,N,10,FL,0
719,71,N,30,CA,0
839,103,N,37,AZ,0
595,68,N,15,CA,0
716,77,Y,40,AZ,0
829,86,N,15,CA,0
796,84,N,13,AZ,0
693,70,Y,25,CA,0
659,70,N,20,CA,0
793,80,N,29,CA,0
597,75,N,21,AZ,0
684,85,N,11,AZ,0
682,68,Y,28,FL,0
666,68,N,11,CA,0
825,104,N,33,CA,0
831,88,N,37,FL,0
592,68,N,14,FL,0
573,55,N,44,CA,0
736,80,N,10,CA,0
670,67,N,30,FL,0
590,73,N,25,CA,0
734,93,N,30,CA,0
678,71,N,41,CA,0
602,61,N,42,CA,0
585,60,N,33,CA,0
625,60,Y,41,CA,0
719,90,N,32,CA,0
632,62,Y,24,CA,0
613,62,N,33,CA,0
759,77,N,41,FL,0
825,83,N,25,AZ,0
706,75,N,44,CA,0
794,93,N,14,CA,0
578,59,Y,15,AZ,0
798,94,N,29,FL,0
839,98,N,38,CA,0
744,75,N,26,AZ,0
645,62,N,39,CA,0
621,60,N,18,FL,0
663,79,N,27,AZ,0
611,73,Y,13,CA,0
750,81,N,35,CA,0
697,72,Y,40,CA,0
578,71,N,36,AZ,0
839,96,N,24,FL,0
655,76,N,44,AZ,0
790,80,N,22,AZ,0
705,82,Y,24,CA,0
575,71,N,38,CA,0
642,75,N,13,AZ,0
710,89,Y,21,CA,0
659,74,Y,21,CA,0
588,62,N,11,AZ,0
765,96,Y,21,CA,0
822,104,N,13,CA,0
655,70,N,22,AZ,0
752,82,Y,16,FL,0
569,72,N,29,FL,0
792,94,N,40,CA,0
663,80,N,13,CA,0
610,67,Y,42,FL,0
695,89,N,26,FL,0
627,64,Y,36,CA,0
592,77,N,34,CA,0
571,67,Y,41,AZ,0
814,84,N,27,CA,0
603,70,Y,15,CA,0
810,89,N,37,AZ,0
622,65,N,23,CA,0
772,78,Y,38,FL,0
714,90,N,16,FL,0
684,78,N,31,CA,0
659,68,N,37,CA,0
625,75,Y,26,CA,0
781,97,N,41,CA,0
794,81,N,39,CA,0
822,84,N,44,AZ,0
578,69,Y,35,CA,0
633,84,Y,20,FL,0
665,86,N,22,AZ,0
757,77,Y,36,CA,0
698,75,N,21,FL,0
767,96,N,29,AZ,0
792,88,N,27,CA,0
710,79,N,20,AZ,0
814,92,N,23,CA,0
810,82,N,33,FL,0
566,55,N,40,CA,0
719,79,N,43,AZ,0
662,85,N,12,CA,0
811,105,N,14,AZ,0
828,93,N,36,AZ,0
644,64,N,28,AZ,0
748,97,Y,20,CA,0
650,69,Y,32,AZ,0
638,83,N,43,CA,0
763,88,N,14,CA,0
821,100,N,31,FL,0
651,67,N,40,AZ,0
819,103,N,12,AZ,0
715,91,N,33,AZ,0
639,74,Y,43,AZ,0
745,75,N,34,AZ,0
656,68,N,29,FL,0
765,80,Y,38,CA,0
618,62,Y,22,CA,0
647,75,N,12,FL,0
830,87,N,22,CA,0
584,65,Y,44,CA,0
778,90,N,23,AZ,0
799,89,N,37,CA,0
775,81,N,17,AZ,0
814,100,N,21,CA,0
783,94,N,38,CA,0
768,82,N,15,CA,0
752,88,N,44,AZ,0
759,98,N,43,CA,0
728,81,Y,12,CA,0
837,108,N,37,CA,0
561,51,Y,42,CA,0
731,79,N,43,CA,0
816,87,N,24,CA,0
812,85,N,18,CA,0
717,89,N,29,CA,0
835,107,N,21,CA,0
672,78,N,14,CA,0
656,67,N,41,AZ,0
836,101,N,31,FL,0
633,81,Y,22,CA,0
721,90,N,28,AZ,0
781,91,N,28,AZ,0
639,77,Y,36,FL,0
708,91,N,35,CA,0
598,74,N,25,AZ,0
705,83,Y,14,CA,0
819,99,N,36,CA,0
779,100,N,24,CA,0
718,76,N,30,AZ,0
747,85,N,22,FL,0
716,91,N,31,CA,0
560,58,N,36,CA,0
823,96,N,20,AZ,0
676,83,N,25,CA,0
564,72,N,22,CA,0
663,80,N,20,CA,0
762,97,N,31,AZ,0
590,58,N,13,AZ,0
699,68,Y,14,CA,0
647,68,N,24,FL,0
573,73,N,40,AZ,0
562,56,N,19,CA,1
715,88,Y,20,CA,0
769,98,N,29,FL,0
757,81,N,27,AZ,0
833,84,N,10,CA,0
796,86,N,39,CA,0
820,103,N,35,CA,0
679,66,N,43,FL,0
737,95,N,32,CA,0
758,82,N,10,CA,0
834,102,N,37,CA,0
610,59,N,17,AZ,0
805,92,N,13,AZ,0
646,81,N,11,FL,0
576,70,N,20,FL,0
644,69,N,12,CA,0
838,101,N,36,CA,0
577,69,N,40,AZ,0
584,56,N,36,CA,0
556,57,Y,14,CA,0
747,90,Y,36,CA,0
830,97,N,40,CA,0
693,89,Y,32,AZ,0
709,74,N,18,CA,0
693,84,N,25,AZ,0
754,77,N,29,AZ,0
698,81,Y,30,CA,0
844,99,N,33,CA,0
718,74,Y,35,CA,0
644,73,N,31,AZ,0
596,77,N,39,AZ,0
605,65,N,13,FL,0
673,82,N,17,AZ,0
832,93,N,40,AZ,0
836,104,N,39,CA,0
575,59,N,14,AZ,0
776,100,N,29,CA,0
551,59,N,40,CA,0
771,76,N,13,CA,0
812,94,N,24,CA,0
551,65,Y,35,CA,0
722,91,N,30,AZ,0
668,64,N,11,CA,0
582,60,N,18,AZ,0
592,62,N,13,CA,0
625,59,N,22,AZ,0
708,70,Y,16,CA,0
598,59,N,34,FL,0
603,79,N,16,AZ,0
598,56,Y,44,FL,0
808,84,N,44,CA,0
602,62,Y,29,AZ,0
746,95,Y,32,AZ,0
609,73,N,16,CA,1
846,95,Y,18,AZ,0
750,83,Y,14,CA,0
766,96,Y,41,AZ,0
626,74,N,33,AZ,1
793,102,N,28,AZ,0
664,71,N,28,AZ,0
652,83,N,36,AZ,0
744,84,Y,31,CA,0
659,70,Y,23,FL,0
844,95,N,12,CA,0
606,66,N,16,AZ,0
713,83,N,40,CA,0
698,81,N,19,CA,0
793,84,N,13,CA,0
812,104,N,22,AZ,0
583,62,Y,16,CA,0
554,68,Y,19,CA,0
702,76,Y,10,AZ,0
610,68,N,17,AZ,0
675,68,N,13,CA,0
618,74,N,30,CA,0
669,76,N,32,AZ,0
727,89,Y,38,AZ,0
843,107,N,19,FL,0
781,95,Y,31,CA,0
644,64,N,23,AZ,0
555,68,Y,17,CA,0
675,84,N,28,FL,0
736,85,N,30,CA,0
754,96,N,33,CA,0
624,60,Y,26,AZ,0
719,72,Y,14,CA,0
738,76,Y,26,CA,0
622,61,N,11,CA,0
826,90,Y,14,CA,0
825,100,N,42,CA,0
734,92,N,10,AZ,0
839,90,N,30,AZ,0
599,67,N,22,FL,0
633,67,N,40,AZ,1
638,70,N,11,AZ,0
811,99,N,44,AZ,0
696,85,N,14,CA,0
563,67,N,11,CA,1
798,80,Y,31,FL,0
804,100,N,33,AZ,0
670,73,N,43,CA,0
781,90,N,27,CA,0
586,61,N,22,FL,0
773,93,N,29,AZ,0
626,70,N,30,CA,0
656,75,Y,44,CA,0
747,80,N,36,CA,0
844,93,N,43,AZ,0
815,83,N,30,AZ,0
824,98,N,17,CA,0
723,71,N,38,CA,0
627,64,N,29,FL,0
674,74,Y,12,CA,0
654,72,Y,39,AZ,0
723,75,N,21,CA,0
609,79,N,30,AZ,0
692,84,N,31,FL,0
550,73,N,12,CA,0
664,65,N,25,CA,0
775,94,N,38,CA,0
627,76,N,42,CA,0
661,79,N,24,CA,0
727,75,Y,44,CA,0
742,86,Y,17,AZ,0
831,96,N,15,CA,0
578,74,N,24,CA,0
562,73,N,18,CA,0
597,67,N,28,CA,1
624,62,N,14,CA,0
638,84,Y,37,CA,0
558,72,N,18,AZ,1
746,92,N,22,AZ,0
565,73,N,28,FL,0
766,95,N,32,CA,0
720,90,N,16,CA,0
562,64,N,18,CA,0
768,82,Y,14,AZ,0
573,69,N,15,AZ,0
573,64,N,24,AZ,0
750,87,Y,19,AZ,0
656,78,N,21,FL,1
635,83,N,24,FL,0
608,80,N,17,FL,0
687,89,N,31,AZ,0
597,79,N,20,CA,0
643,83,N,13,AZ,0
568,70,N,24,FL,0
718,87,N,42,CA,0
586,57,N,27,AZ,0
645,82,Y,30,CA,0
787,89,N,35,CA,0
565,58,Y,33,CA,0
818,104,N,26,CA,0
755,78,N,36,CA,0
595,79,Y,21,CA,0
703,73,N,37,AZ,0
726,89,N,38,CA,0
781,90,N,25,AZ,0
563,65,Y,41,CA,0
812,99,Y,23,CA,0
672,82,Y,38,AZ,0
637,61,Y,36,CA,0
806,96,Y,13,CA,0
691,67,N,28,FL,0
825,96,N,17,CA,0
639,71,Y,16,AZ,0
742,77,Y,32,CA,0
627,74,N,17,CA,0
571,69,Y,11,AZ,0
724,85,N,28,FL,0
613,61,N,29,CA,0
738,85,N,40,FL,0
702,68,N,33,FL,0
803,96,N,17,CA,0
701,68,Y,15,CA,0
602,76,Y,12,AZ,0
672,66,Y,40,CA,0
588,67,N,44,FL,0
683,81,N,25,CA,0
773,91,N,39,FL,0
830,85,N,25,CA,0
635,61,Y,40,CA,0
725,74,N,41,CA,0
787,92,N,44,CA,0
588,69,N,13,CA,0
594,64,Y,39,CA,0
799,84,N,21,CA,0
821,87,Y,36,AZ,0
684,88,Y,39,CA,0
717,81,N,31,AZ,0
621,77,Y,13,CA,0
776,80,N,35,AZ,0
811,90,N,37,CA,0
575,70,N,42,FL,1
755,78,N,10,AZ,0
847,104,N,39,AZ,0
830,95,N,11,CA,0
635,79,N,24,AZ,0
711,84,N,36,AZ,0
709,86,N,26,CA,0
733,76,N,26,CA,0
557,66,N,27,CA,1
817,90,N,23,CA,0
843,99,N,24,CA,0
714,91,N,30,CA,0
637,76,Y,37,CA,0
661,73,N,44,AZ,0
842,106,N,30,CA,0
622,82,N,21,FL,0
808,90,N,23,FL,0
612,61,Y,35,AZ,0
766,82,N,12,CA,0
562,71,Y,11,CA,0
844,98,N,25,CA,0
644,67,N,13,AZ,0
740,81,N,18,FL,0
844,107,Y,27,CA,0
689,74,N,29,AZ,0
781,100,N,15,CA,0
760,75,N,33,CA,0
702,85,N,32,AZ,0
779,96,N,25,CA,0
582,55,N,38,AZ,0
615,74,N,35,CA,0
840,101,N,38,CA,0
561,73,N,19,CA,0
839,90,N,38,AZ,0
571,72,N,34,CA,0
823,86,N,35,CA,0
736,84,N,29,CA,0
764,95,N,27,CA,0
597,63,N,29,CA,0
659,84,N,14,CA,0
697,76,N,15,AZ,0
606,66,N,15,AZ,0
608,60,N,42,CA,0
741,84,N,24,AZ,0
778,85,Y,20,CA,0
803,85,N,24,CA,0
787,86,N,16,CA,0
695,88,Y,33,CA,0
601,79,N,18,FL,0
799,83,N,35,CA,0
589,61,Y,39,CA,0
617,61,Y,14,AZ,0
731,93,N,40,CA,0
773,99,N,32,AZ,0
619,65,N,31,FL,0
795,91,N,21,CA,0
654,75,N,32,AZ,0
614,69,Y,25,FL,0
772,78,N,42,CA,0
606,61,N,27,CA,0
723,92,N,30,CA,0
671,87,Y,36,AZ,0
781,95,Y,10,AZ,0
604,74,N,10,CA,0
644,83,N,41,AZ,0
754,86,N,16,AZ,0
655,80,Y,17,CA,0
829,102,N,41,AZ,0
745,75,N,14,AZ,0
658,73,Y,14,CA,0
621,70,N,29,CA,0
839,86,N,33,FL,0
609,61,N,41,AZ,0
595,64,N,14,AZ,0
651,85,Y,21,AZ,0
838,93,N,16,CA,0
783,93,N,19,AZ,0
705,77,N,23,CA,0
701,89,N,41,AZ,0
744,79,N,39,AZ,0
755,87,N,24,CA,0
835,102,N,37,AZ,0
569,55,N,17,AZ,0
838,85,N,33,AZ,0
583,77,Y,44,CA,0
557,51,Y,30,CA,0
675,77,N,35,AZ,0
566,64,N,24,CA,0
670,68,N,18,CA,0
643,65,N,11,CA,0
744,81,N,28,CA,0
714,87,N,18,AZ,0
784,80,N,11,AZ,0
729,94,N,23,CA,0
701,86,N,13,AZ,0
822,84,N,38,AZ,0
786,79,N,28,CA,0
564,70,N,15,AZ,0
746,85,N,31,CA,0
611,77,N,17,CA,0
840,102,N,31,AZ,0
791,100,N,18,CA,0
779,89,N,41,FL,0
647,63,Y,25,AZ,0
555,64,N,30,CA,0
649,74,N,22,FL,0
831,97,N,43,CA,0
834,91,Y,18,CA,0
587,59,Y,28,AZ,0
685,84,N,17,AZ,0
776,83,N,30,CA,0
699,89,Y,15,AZ,0
642,75,Y,15,AZ,0
810,90,N,43,AZ,0
743,95,N,42,CA,0
646,66,N,42,CA,0
678,77,N,33,CA,0
627,64,N,17,CA,1
769,91,N,15,CA,0
812,95,N,28,CA,0
657,74,N,39,CA,1
629,67,N,11,CA,1
734,74,Y,38,CA,0
825,85,N,10,FL,0
828,89,N,43,CA,0
665,73,N,21,AZ,0
597,65,N,33,CA,0
610,67,Y,14,CA,0
683,74,Y,33,FL,0
791,102,N,16,FL,0
589,72,Y,26,AZ,0
652,69,N,38,AZ,0
739,96,Y,21,CA,0
746,92,Y,13,CA,0
788,88,Y,41,CA,0
741,81,N,33,AZ,0
713,70,N,33,CA,0
645,69,Y,23,CA,0
815,99,N,30,CA,0
777,86,N,17,AZ,0
815,96,Y,19,CA,0
845,99,N,29,CA,0
741,91,Y,28,CA,0
775,100,N,24,CA,0
795,83,N,33,FL,0
612,76,Y,18,FL,0
648,63,N,12,AZ,0
634,77,N,41,AZ,0
824,106,N,21,AZ,0
803,88,N,29,AZ,0
585,70,N,16,CA,0
793,88,N,40,AZ,0
667,71,N,42,CA,0
682,87,N,27,CA,0
560,61,Y,10,AZ,0
670,85,N,26,CA,0
674,77,Y,40,AZ,0
700,70,N,25,AZ,0
641,66,Y,17,CA,0
631,80,N,29,CA,0
782,86,N,21,CA,0
597,68,N,34,CA,0
626,66,N,37,CA,0
681,69,N,19,AZ,0
676,72,N,26,AZ,0
697,85,N,29,CA,0
552,63,N,40,CA,0
550,69,N,37,CA,0
556,68,N,15,CA,0
675,85,N,13,CA,0
734,89,N,17,CA,0
595,73,N,24,CA,0
738,89,Y,27,AZ,0
562,68,N,27,CA,0
708,82,N,18,CA,0
769,98,N,20,CA,0
672,71,Y,36,CA,0
844,104,N,35,CA,0
790,79,N,29,CA,0
783,81,N,42,AZ,0
658,82,N,10,CA,1
602,73,Y,31,AZ,0
735,87,Y,20,CA,0
777,94,N,43,CA,0
626,64,N,40,AZ,0
583,65,N,18,AZ,0
750,81,Y,25,CA,0
679,75,Y,23,AZ,0
704,72,N,32,CA,0
618,59,Y,40,CA,0
766,84,N,43,CA,0
561,71,N,35,CA,0
831,86,N,32,CA,0
707,74,Y,18,CA,0
693,74,N,22,CA,0
758,92,N,30,CA,0
769,81,N,11,AZ,0
692,79,N,12,CA,0
813,88,N,12,AZ,0
636,72,N,33,CA,0
690,77,Y,13,CA,0
588,69,Y,13,CA,0
678,87,N,43,AZ,0
747,76,N,11,AZ,0
837,105,N,31,CA,0
600,58,Y,11,CA,0
589,56,N,11,CA,0
813,89,N,27,CA,0
573,60,N,36,AZ,0
604,60,Y,24,CA,0
780,80,N,24,CA,0
658,65,N,35,AZ,0
705,74,N,38,FL,0
842,100,N,37,CA,0
616,79,N,25,AZ,0
820,104,N,30,CA,0
688,88,Y,26,FL,0
833,98,N,23,FL,0
632,62,N,30,FL,0
669,88,N,34,AZ,0
775,87,N,12,AZ,0
589,65,N,16,CA,1
714,88,N,44,AZ,0
777,81,N,27,CA,0
605,57,N,28,AZ,0
829,83,N,12,AZ,0
783,84,N,21,CA,0
683,85,N,33,AZ,0
770,78,N,24,FL,0
680,71,N,11,AZ,0
614,74,N,34,CA,0
839,94,N,12,CA,0
597,59,N,30,CA,0
666,73,Y,10,CA,0
575,63,N,28,CA,0
805,94,N,34,CA,0
596,73,Y,29,CA,0
699,75,N,19,CA,0
843,93,N,34,CA,0
807,103,N,28,AZ,0
650,84,N,32,AZ,0
617,64,Y,17,AZ,0
831,99,Y,35,CA,0
564,58,Y,35,CA,0
563,55,N,12,FL,0
745,88,Y,18,AZ,0
598,74,N,27,CA,0
606,66,N,43,CA,0
829,98,N,28,CA,0
574,72,N,23,CA,1
757,95,Y,21,AZ,0
569,63,N,22,CA,0
586,76,Y,21,CA,0
744,92,N,10,AZ,0
573,58,N,13,CA,0
717,83,N,28,CA,0
623,72,N,31,CA,0
708,74,N,22,AZ,0
682,66,N,36,FL,0
789,92,N,14,CA,0
666,84,Y,26,CA,0
753,81,N,27,FL,0
842,92,N,28,CA,0
701,75,N,24,CA,0
761,77,Y,12,CA,0
746,82,Y,41,AZ,0
602,62,N,31,CA,0
581,75,N,13,CA,0
734,90,N,16,CA,0
792,84,N,32,CA,0
668,78,Y,16,FL,0
759,98,N,33,FL,0
736,72,Y,16,CA,0
759,88,N,10,CA,0
594,61,N,11,CA,0
761,90,Y,39,CA,0
727,88,N,33,CA,0
608,58,Y,42,CA,0
754,77,N,16,CA,0
617,76,N,44,AZ,0
660,83,N,11,CA,0
838,90,N,40,AZ,0
718,88,Y,12,FL,0
753,75,N,10,AZ,0
685,79,N,17,CA,0
789,93,N,14,FL,0
675,89,N,44,AZ,0
848,86,Y,22,CA,0
588,61,N,21,CA,0
705,71,N,34,CA,0
788,89,N,13,AZ,0
689,67,Y,26,CA,0
759,95,N,19,FL,0
633,67,N,32,FL,0
807,92,N,25,AZ,0
780,89,N,39,AZ,0
748,74,Y,15,CA,0
631,75,N,28,AZ,0
558,74,Y,43,AZ,0
669,76,N,26,CA,0
747,78,Y,19,AZ,0
675,67,N,18,AZ,0
672,73,Y,15,CA,0
628,67,N,40,AZ,0
689,86,N,23,CA,0
601,67,N,41,CA,0
726,80,N,14,CA,0
574,53,Y,40,CA,0
655,74,N,28,CA,0
802,101,N,21,CA,0
677,88,Y,24,CA,0
567,72,Y,16,AZ,0
826,103,N,37,CA,0
692,90,N,42,CA,0
835,106,N,20,CA,0
772,99,Y,21,CA,0
653,82,N,28,CA,0
830,106,N,19,CA,0
571,58,N,18,AZ,0
684,90,N,12,AZ,0
814,93,N,38,CA,0
797,97,N,22,CA,0
807,97,N,34,AZ,0
568,57,N,16,FL,0
629,75,N,27,FL,0
789,90,N,43,AZ,0
589,56,N,30,CA,0
791,92,N,35,CA,0
832,89,Y,19,AZ,0
564,70,Y,39,AZ,0
827,102,N,31,AZ,0
769,79,N,10,AZ,0
739,89,N,42,CA,0
843,100,N,42,AZ,0
794,100,N,37,CA,0
666,81,N,43,FL,0
780,92,N,25,AZ,0
745,96,N,36,AZ,0
697,89,N,21,CA,0
820,98,N,38,CA,0
672,65,N,38,AZ,0
766,95,N,43,CA,0
786,78,N,31,AZ,0
603,69,Y,29,CA,0
568,56,N,14,AZ,0
697,78,Y,28,CA,0
556,61,N,13,AZ,0
811,104,N,16,CA,0
723,85,Y,44,CA,0
819,85,N,35,AZ,0
811,100,N,26,CA,0
837,95,Y,22,AZ,0
707,88,N,22,AZ,0
598,77,N,22,AZ,0
657,74,N,29,CA,0
798,100,N,29,CA,0
595,64,N,41,AZ,0
735,77,Y,39,CA,0
732,74,N,38,CA,0
592,77,N,44,AZ,0
841,89,Y,35,CA,0
596,68,N,16,AZ,0
706,76,N,41,AZ,0
736,85,N,28,AZ,0
559,52,N,43,AZ,0
807,91,N,25,AZ,0
611,58,Y,26,CA,0
573,64,N,16,AZ,0
570,70,N,38,CA,0
558,55,N,17,FL,0
803,82,N,17,CA,0
640,74,N,30,AZ,0
807,85,N,41,FL,0
738,76,N,32,CA,0
731,71,N,25,CA,0
844,98,N,26,FL,0
711,89,Y,31,CA,0
590,75,Y,18,CA,0
841,96,N,12,AZ,0
774,94,N,39,AZ,0
635,82,N,11,CA,0
660,82,N,32,AZ,0
686,70,Y,43,CA,0
759,87,N,40,FL,0
666,72,N,16,CA,0
598,66,Y,18,CA,0
789,82,N,19,AZ,0
765,92,N,17,FL,0
671,87,N,39,CA,0
599,70,N,16,CA,0
746,76,N,11,FL,0
714,90,Y,38,CA,0
834,103,Y,28,CA,0
612,67,N,10,AZ,0
768,94,Y,27,AZ,0
783,81,N,16,CA,0
841,95,N,43,AZ,0
623,61,N,28,CA,0
706,83,Y,26,CA,0
678,83,N,42,CA,0
607,76,N,12,CA,0
847,90,N,23,CA,0
602,76,N,14,CA,0
711,75,N,22,CA,0
685,78,N,37,CA,0
809,89,N,17,AZ,0
725,74,Y,35,CA,0
824,87,N,20,CA,0
807,86,N,31,AZ,0
753,95,N,10,CA,0
761,87,N,28,CA,0
759,98,N,18,AZ,0
795,80,N,15,CA,0
602,66,N,44,FL,0
679,78,N,38,FL,0
608,63,N,34,AZ,0
759,84,N,21,CA,0
800,82,N,30,CA,0
769,90,Y,30,AZ,0
705,81,N,40,AZ,0
567,64,N,27,AZ,0
574,66,N,43,CA,0
752,88,N,17,AZ,0
798,95,N,38,CA,0
585,55,N,27,CA,0
605,61,N,40,AZ,0
637,74,Y,40,CA,0
760,96,N,34,CA,0
698,82,N,44,FL,0
844,105,N,14,CA,0
740,76,Y,19,CA,0
692,72,N,37,FL,0
787,99,N,31,FL,0
608,68,N,25,FL,0
763,89,N,11,CA,0
587,61,N,16,AZ,0
822,88,N,32,AZ,0
733,94,Y,44,AZ,0
594,64,N,21,CA,0
663,86,N,43,AZ,0
842,94,N,38,CA,0
648,74,N,22,AZ,0
583,77,N,34,FL,0
554,57,N,25,CA,0
664,70,N,38,CA,0
750,89,N,18,CA,0
836,96,N,16,CA,0
837,95,N,41,CA,0
746,87,Y,22,CA,0
701,71,N,31,CA,0
820,89,N,12,CA,0
845,101,N,13,CA,0
788,99,N,41,AZ,0
815,92,N,36,CA,0
731,72,Y,38,FL,0
819,86,N,21,CA,0
617,81,Y,43,CA,0
596,60,N,16,AZ,0
849,91,N,17,CA,0
603,72,N,43,CA,0
698,73,Y,37,AZ,0
712,80,N,29,CA,0
652,74,N,30,CA,0
713,92,N,29,FL,0
682,78,N,31,CA,1
786,84,N,42,CA,0
665,78,N,42,AZ,0
618,63,N,12,CA,0
834,99,N,34,CA,0
761,79,N,20,CA,0
615,62,N,14,CA,0
800,92,N,32,FL,0
600,68,N,40,AZ,0
776,85,N,33,CA,0
727,80,N,29,CA,0
562,65,N,28,CA,0
733,87,N,29,CA,0
703,86,N,36,FL,1
675,84,Y,44,AZ,0
791,86,N,20,FL,0
572,53,N,38,CA,0
743,89,N,38,CA,0
688,83,Y,27,CA,0
566,53,N,36,CA,0
782,98,N,30,AZ,0
727,90,Y,32,AZ,0
712,89,Y,31,AZ,0
688,69,Y,16,CA,0
803,104,N,27,AZ,0
651,79,Y,22,CA,0
599,59,Y,33,CA,0
570,67,N,21,AZ,0
676,83,N,21,AZ,0
691,78,Y,30,CA,0
679,67,Y,32,CA,0
770,78,N,25,FL,0
606,64,N,36,AZ,0
712,84,Y,30,FL,0
668,78,Y,39,CA,0
834,85,N,32,AZ,0
553,53,N,27,CA,0
748,95,Y,34,AZ,0
587,69,Y,28,CA,0
652,64,N,34,CA,0
848,87,N,12,CA,0
621,68,N,25,CA,0
833,85,N,32,CA,0
830,84,N,21,CA,0
766,87,N,19,CA,0
583,59,N,38,AZ,0
585,75,Y,22,CA,0
782,95,N,10,CA,0
593,59,N,11,AZ,0
841,95,N,36,AZ,0
740,78,Y,16,AZ,0
670,67,Y,15,CA,0
720,78,N,22,AZ,0
794,102,N,30,FL,0
662,74,N,29,CA,0
699,82,N,36,CA,0
710,85,N,11,CA,0
622,67,N,22,CA,0
562,75,Y,41,CA,0
779,92,N,29,CA,0
617,66,N,28,AZ,0
824,93,N,41,AZ,0
562,75,Y,23,CA,0
739,92,N,12,CA,0
814,105,N,10,AZ,0
745,80,N,37,AZ,0
645,68,N,32,CA,0
646,64,N,43,CA,0
556,72,N,24,CA,0
777,86,N,44,CA,0
698,73,N,19,FL,0
705,82,Y,12,AZ,0
823,85,N,44,CA,0
753,80,N,22,AZ,0
687,72,N,22,CA,0
555,52,N,42,CA,0
654,75,N,41,CA,0
849,108,Y,18,CA,0
637,81,N,36,CA,0
748,81,N,17,CA,0
660,76,N,29,CA,0
713,85,Y,20,CA,0
830,86,N,19,CA,0
595,62,Y,20,FL,0
767,78,N,17,CA,0
635,69,N,25,FL,0
553,50,N,26,CA,0
732,79,N,22,FL,0
733,77,N,16,CA,0
783,94,N,32,CA,0
823,105,N,29,AZ,0
727,72,N,11,AZ,0
747,78,N,31,CA,0
682,66,Y,37,CA,0
591,64,N,11,CA,0
567,59,N,42,AZ,0
641,69,N,24,CA,0
570,69,Y,29,FL,0
766,97,N,16,CA,0
824,90,N,29,CA,0
618,62,N,35,CA,0
703,90,N,33,AZ,0
671,81,N,36,AZ,0
584,55,N,21,CA,0
736,72,N,42,CA,0
761,78,N,32,CA,0
619,60,Y,20,CA,0
818,89,N,43,CA,0
806,93,N,33,CA,0
587,78,N,21,CA,0
618,63,N,17,AZ,0
762,82,N,34,FL,0
788,97,N,13,FL,0
816,105,N,27,AZ,0
570,59,Y,13,AZ,0
688,89,N,14,CA,0
594,79,N,14,AZ,0
828,106,N,39,CA,0
704,70,N,27,AZ,0
747,76,Y,32,CA,0
751,82,N,42,CA,0
654,68,Y,29,AZ,0
686,82,N,35,CA,0
578,67,Y,28,AZ,0
693,86,N,19,AZ,0
829,106,N,43,FL,0
786,87,N,40,CA,0
848,99,N,21,FL,0
742,76,N,16,CA,0
652,68,N,22,FL,0
717,80,N,36,AZ,0
801,85,N,11,CA,0
820,102,N,26,CA,0
742,78,Y,27,CA,0
781,98,N,43,CA,0
792,92,N,24,AZ,0
657,74,Y,11,CA,0
845,94,N,21,CA,0
564,57,Y,34,CA,0
757,96,Y,37,CA,0
672,84,Y,33,CA,0
743,88,N,42,FL,0
605,76,N,38,CA,0
749,84,N,44,CA,0
594,70,N,18,CA,0
771,83,N,18,CA,0
692,67,N,22,CA,0
788,81,N,12,AZ,0
641,81,N,30,AZ,0
605,76,N,21,CA,0
550,64,N,35,AZ,0
665,80,N,35,AZ,0
824,90,N,43,CA,0
849,92,N,39,CA,0
670,81,Y,18,CA,0
592,60,N,15,AZ,0
608,72,N,34,AZ,0
552,62,Y,13,CA,0
659,79,N,18,CA,0
735,83,N,39,CA,0
800,101,N,42,FL,0
738,84,Y,26,CA,0
684,75,N,42,AZ,0
727,92,N,31,CA,0
679,72,N,21,CA,0
692,69,N,24,CA,0
556,72,N,21,FL,0
710,80,N,17,AZ,0
702,79,Y,22,AZ,0
617,71,Y,23,CA,0
598,69,Y,42,AZ,0
836,104,N,13,CA,0
556,50,N,12,AZ,0
786,91,N,31,AZ,0
789,94,N,15,CA,0
641,73,Y,22,CA,0
739,96,N,29,AZ,0
684,70,Y,14,CA,0
751,87,N,35,CA,0
626,59,N,40,FL,0
803,100,Y,28,CA,0
615,79,N,19,CA,0
757,97,N,42,AZ,0
784,78,N,37,CA,0
661,81,N,28,CA,0
716,88,Y,38,CA,0
690,67,N,12,AZ,0
561,70,N,14,FL,0
622,65,Y,27,CA,0
725,87,N,40,AZ,0
730,85,Y,31,AZ,0
759,76,N,20,FL,0
689,75,N,32,AZ,0
810,93,N,15,CA,0
729,74,N,31,CA,0
604,69,N,34,CA,0
556,51,N,18,CA,0
